,filepath,class
0,Lamium_galeobdolon/8a4a22eaf39a2d60987d045ad4b6bf40b0c0f2a2.jpg,Lamium_galeobdolon
1,Lamium_galeobdolon/975674ec5b39813f249ad56b86ee162b6ffd37f0.jpg,Lamium_galeobdolon
2,Lamium_galeobdolon/9bd76d216ed83b00adacbf35a7f0e9546938776e.jpg,Lamium_galeobdolon
3,Lamium_galeobdolon/11a965e57bf7683526622883486670b0b836fcda.jpg,Lamium_galeobdolon
4,Lamium_galeobdolon/db526d36d6961ce07b219fcc2fdc7a1fe209bf31.jpg,Lamium_galeobdolon
5,Lamium_galeobdolon/ae2b781cf92ef070bd63995947d96f0298093301.jpg,Lamium_galeobdolon
6,Lamium_galeobdolon/8eb8036b33b1b231b989a8720fe5099f862d29dc.jpg,Lamium_galeobdolon
7,Lamium_galeobdolon/bd4056006199d6c20c2856258d02d450451b3800.jpg,Lamium_galeobdolon
8,Lamium_galeobdolon/6bc495687e4925c657ce275e0d6b4f1060e4c3f2.jpg,Lamium_galeobdolon
9,Lamium_galeobdolon/9b6fe16e279693a9cd9b91ce1a9ba8e6729de8b3.jpg,Lamium_galeobdolon
10,Lamium_galeobdolon/8619f8c99fe2fe283c7a15590138c57738ee6334.jpg,Lamium_galeobdolon
11,Lamium_galeobdolon/b8594ea1aa5b8f562a69aaba9838773ca806e49b.jpg,Lamium_galeobdolon
12,Lamium_galeobdolon/ed888e9b3b4dc64fa35b9c0b028cd28227f6e02b.jpg,Lamium_galeobdolon
13,Lamium_galeobdolon/6fc537b2a1b7af722882c8cefdd1916259cae14a.jpg,Lamium_galeobdolon
14,Lamium_galeobdolon/3310f936ba7cfa7fda1f2beee87c2c39ee20433a.jpg,Lamium_galeobdolon
15,Lamium_galeobdolon/f995532fab5616bc528d5d85fe5015592165c9fd.jpg,Lamium_galeobdolon
16,Lamium_galeobdolon/20ae651cf38d62daa40a25ae6cb2c18813049406.jpg,Lamium_galeobdolon
17,Lamium_galeobdolon/31934cc2db40cb5b63b1d7957d48e0e7f8c213e0.jpg,Lamium_galeobdolon
18,Lamium_galeobdolon/00b9df2431315272130c52b4007eb8298c21e78e.jpg,Lamium_galeobdolon
19,Lamium_galeobdolon/f88b132c80ec8b9d0be96c4da813c442e782715b.jpg,Lamium_galeobdolon
20,Lamium_galeobdolon/db8ef2af8954d1c845f23bd824513ea1b2307f4b.jpg,Lamium_galeobdolon
21,Lamium_galeobdolon/119ebe8dfd741b0a81c7765a92bf541c1f8d17b7.jpg,Lamium_galeobdolon
22,Lamium_galeobdolon/7f954889181482754f7e6d4946861c48be709372.jpg,Lamium_galeobdolon
23,Lamium_galeobdolon/df2c3777491ccb5154ebb0f737e40f5918103a2e.jpg,Lamium_galeobdolon
24,Lamium_galeobdolon/86ea85fa2dfdac947ec13ea2ff926364b76246b7.jpg,Lamium_galeobdolon
25,Lamium_galeobdolon/d653c9bddd5c61710827daf4f7f1e688ff0f5bdd.jpg,Lamium_galeobdolon
26,Lamium_galeobdolon/b9e37e7fdb7fb4456a18d13dba67bec8c5e961a5.jpg,Lamium_galeobdolon
27,Lamium_galeobdolon/532fe0dd9aaf3d33ab1db81699895db309defe21.jpg,Lamium_galeobdolon
28,Lamium_galeobdolon/649408c95b9f1855a6e4686551b14d36ecb2dec3.jpg,Lamium_galeobdolon
29,Lamium_galeobdolon/ff0365d8a8d4622bff349645adc8f46f468b7c6e.jpg,Lamium_galeobdolon
30,Lamium_galeobdolon/a590db649d81f813d841fe5fc95496cd12478dbe.jpg,Lamium_galeobdolon
31,Lamium_galeobdolon/145bbad139bd804e02ad0c223dbdc9687c366625.jpg,Lamium_galeobdolon
32,Lamium_galeobdolon/c4f879aba31ae038838a7cbe064405b373b38827.jpg,Lamium_galeobdolon
33,Lamium_galeobdolon/9805c743133dc0da5bc1a27599f34aade810373a.jpg,Lamium_galeobdolon
34,Lamium_galeobdolon/6c0bd82eb824d511ac183d5aee4cf7679ed1d317.jpg,Lamium_galeobdolon
35,Lamium_galeobdolon/be679b12d012d3f36aad24058a632ea602e3f4ab.jpg,Lamium_galeobdolon
36,Lamium_galeobdolon/240909189940d25f7a404e6dc4bd46e81e73c497.jpg,Lamium_galeobdolon
37,Lamium_galeobdolon/f220788c546b4f3332ee558774b08007be0c741b.jpg,Lamium_galeobdolon
38,Lamium_galeobdolon/e3a27f85546e647b20836c36eee637850255951e.jpg,Lamium_galeobdolon
39,Lamium_galeobdolon/be7fa7362f72a0ba5ed44c999d607852405c8119.jpg,Lamium_galeobdolon
40,Centranthus_ruber/860e8fc62c593797992b10073d8f958803e9f4f4.jpg,Centranthus_ruber
41,Centranthus_ruber/56a3bf90bc7469b1f286295a2fd7d6194b030f76.jpg,Centranthus_ruber
42,Centranthus_ruber/846e5a57065c0405df7856cae1ece61c929e1670.jpg,Centranthus_ruber
43,Centranthus_ruber/2f18b87d29a7702c445fe0802a957901637483b6.jpg,Centranthus_ruber
44,Centranthus_ruber/d1b11d82fe4563e4bfee34ca99310911f119f7f9.jpg,Centranthus_ruber
45,Centranthus_ruber/5edff57878287941853824fc9ef9284bb1833746.jpg,Centranthus_ruber
46,Centranthus_ruber/a9a816f7effac3458b5795f03f2bfc6c572687f4.jpg,Centranthus_ruber
47,Centranthus_ruber/919e020694a3821fc4ddc3ed0dbca234ba461542.jpg,Centranthus_ruber
48,Centranthus_ruber/f08a27eb1b3b581c62d35d772ce5cc0a88d13151.jpg,Centranthus_ruber
49,Centranthus_ruber/ad97acebc675aa5d4583bc511996f309dfb49a00.jpg,Centranthus_ruber
50,Centranthus_ruber/2111b3117fab5884dfa276d38ed96c9cedac52cf.jpg,Centranthus_ruber
51,Centranthus_ruber/53caad90ed44ed97a783b5a26bb7e6e3564cc8b6.jpg,Centranthus_ruber
52,Centranthus_ruber/4295029940e8853a76ac21d8a7ab3d2176936a5a.jpg,Centranthus_ruber
53,Centranthus_ruber/af43fec945fb1a42d657dc1309d5b97de9c59d42.jpg,Centranthus_ruber
54,Centranthus_ruber/0728570fcc5c868f1e33bdf34d5ba2a6f60ddf37.jpg,Centranthus_ruber
55,Centranthus_ruber/5819fbafd6ac7fa85bd55e79f40a9ce77d769ac1.jpg,Centranthus_ruber
56,Centranthus_ruber/308cbddcced0a13e6475f646bc2105fee635903f.jpg,Centranthus_ruber
57,Centranthus_ruber/4a85237a9b14bae87bf74cf7a909b3feea6404d1.jpg,Centranthus_ruber
58,Centranthus_ruber/9029832741f94d3a5929b178a50ae5ff15e631a6.jpg,Centranthus_ruber
59,Centranthus_ruber/f6503f9897e54979e62495b094910bd40cb1f041.jpg,Centranthus_ruber
60,Centranthus_ruber/cf92b9805aed9f200750a1dfb018c277cc168c94.jpg,Centranthus_ruber
61,Centranthus_ruber/757f44fdc6c4a9177728e43b93d88b85566419c7.jpg,Centranthus_ruber
62,Centranthus_ruber/a17819d9c93abedfaff8ec2f29e26ff2ea9b5072.jpg,Centranthus_ruber
63,Centranthus_ruber/5a3065b67869128ae10751bd79fc84212192cebc.jpg,Centranthus_ruber
64,Centranthus_ruber/28767d44be09525899f700de130cbaecca1d8639.jpg,Centranthus_ruber
65,Centranthus_ruber/b2ab2d8bbf2ab21e3a5227d6b085e7dd3c98f575.jpg,Centranthus_ruber
66,Centranthus_ruber/c90072f036cc0b1393d8b63c5725e1060d4a4c2d.jpg,Centranthus_ruber
67,Centranthus_ruber/27c0b927b6998da43d8503ef8631ba086802b314.jpg,Centranthus_ruber
68,Centranthus_ruber/3934d70caffdb957f1388dd7c29bc88a90de08f5.jpg,Centranthus_ruber
69,Centranthus_ruber/bc4a9cbf192f46f3d5ef3fa4803d88419f2b3c7f.jpg,Centranthus_ruber
70,Centranthus_ruber/cd873ae43fb893809584cede147415db4dff0e90.jpg,Centranthus_ruber
71,Centranthus_ruber/af204b800bf189dcd7e2039e596b8cba331d0846.jpg,Centranthus_ruber
72,Centranthus_ruber/97521785d08963f084978380d11e3cddcbe1100b.jpg,Centranthus_ruber
73,Centranthus_ruber/9d07f03724dd9ed9d1458539b246ef71783d1ea1.jpg,Centranthus_ruber
74,Centranthus_ruber/7dcaeee2b0050f177429f272176b430dd36d0fa7.jpg,Centranthus_ruber
75,Centranthus_ruber/07011b9b0d3b4612379170491f1c2113b15921e8.jpg,Centranthus_ruber
76,Centranthus_ruber/2f86e4fd5bb9adc75fea9953663d350987143d9e.jpg,Centranthus_ruber
77,Centranthus_ruber/7e17e0e6f09998e26c27ffb69e916863af73e947.jpg,Centranthus_ruber
78,Centranthus_ruber/ea8d2733f90f9ed838d6252ff7b3b85a9263ed45.jpg,Centranthus_ruber
79,Centranthus_ruber/f480091a29392e3e81010aa4fcd808e1653f5dcc.jpg,Centranthus_ruber
80,Calendula_officinalis/a7382be14316dbb49602ae663316a5282a5e5c8e.jpg,Calendula_officinalis
81,Calendula_officinalis/931845449678eb6133227ff66a9e1d576a903dce.jpg,Calendula_officinalis
82,Calendula_officinalis/e3fe78885485ccd82889924ddc836d5aa5c900d7.jpg,Calendula_officinalis
83,Calendula_officinalis/8e30b833f343ed45a74dabbac42b9e6502d0c46d.jpg,Calendula_officinalis
84,Calendula_officinalis/90a40119a959949745de5a96b3e849f946c41dc3.jpg,Calendula_officinalis
